2018,2019,2020,2021,2022
4.204490010002542,-2.3939090773720033,-0.4899941864563841,-5.2482206161426594,6.798844507442421
0.013423993413072311,-0.9295980030902645,2.0758587467739735,-2.4741689518824326,2.947390329190852
-2.0341807970707677,1.2386712928673684,1.4831136318275606,-2.346757475691155,-0.5211153193383693
1.9440044756251167,-4.40939159234564,-2.345234658436045,2.04591414140807,1.2543921049284452
1.3009822044759933,-0.11508788433287805,3.506159366953643,-0.26180720598710294,1.7980286641387493
-3.3454651901051475,0.2035526642252307,3.2831577348316316,1.7697881777302769,2.8830064355569864
-1.6538328663596051,3.075384287088077,3.8483592198935463,-8.744010088260378,3.0745715830883915
-2.8909606501509737,1.1333075554556638,5.354850565927017,-0.6657843940501437,1.9691508654623708
-8.69818786886936,-0.09215599954163836,1.8102034728499912,6.20084989538701,0.7178845190484205
0.042319322791958776,4.529397597873645,2.5057647632104154,1.2410370050669475,-0.8914542928854045
3.516489565582372,3.721848100832278,4.122913108059255,2.132891981627707,1.9366634528411306
-0.9575465731123768,5.972522461344102,4.637498544000925,-1.7716040977395098,5.714999292414085
4.065540061866348,4.918537175620038,-0.48608188362449734,5.251410204044421,7.503519962829474
3.6225174762309758,7.12260463582128,2.231844338477861,8.80125259328409,5.018338224041459
11.219027113521456,3.8672757535001043,9.933799473437258,2.193530124373444,4.401808225843153
11.410719832942844,7.917224228832711,5.206686168859465,2.772769457595372,8.359646944317442
8.621659025929214,10.914039273948482,10.607845403765186,5.296789291885671,7.534236960131739
9.184913825931616,6.8358511798261095,9.698653220103967,3.5632351211515005,8.419140857205562
7.3171762165927285,7.693182671364329,11.047055709988541,5.999723605106701,8.84829680606604
4.4700663072589935,5.941729275864672,9.154893220925565,10.83695509973713,12.859674242183798
3.33060621543084,9.210806062006256,14.705192272166098,6.9307139922634615,13.153555149147234
9.40486962603534,13.912520877857343,13.029936786882404,6.8904357494714485,10.6905674368962
13.17042729394389,17.007078573643028,12.837999431586741,11.577226751687233,10.896008256766093
5.796279618182173,16.265838511326063,12.074007813781595,16.392863156049046,10.490383033294618
11.769684556983421,17.161380639004364,12.873038354947488,16.954923957513117,14.61004168726587
15.532541810083304,18.241751993512008,14.807017630285491,12.333889698677407,11.872969909197929
17.26170125579974,16.073593319677347,13.97486369436139,15.096008737378693,10.715915360046457
17.229889532389535,11.489379590536752,13.022882606662025,15.949975046260874,12.132666929138036
16.399203721559466,13.520023541681542,11.963656089307205,13.326575973381575,16.05970451325227
17.259530106906574,18.882032244330087,12.821428766827054,14.487486952527558,17.457487364890675
20.099891771025668,14.56634144774705,14.647170274234972,14.580437646370022,17.161247451701076
18.892324893484094,14.559599944091644,10.351019323129222,15.150154179916797,18.17513686839298
17.820713621224733,12.465520502015533,16.792002579622157,13.908787752059109,17.16158759270365
16.114115615954695,15.364650110506691,17.165871892115213,14.602351669991679,17.84095477833263
14.090001100160775,19.363127787972186,14.225307261396216,10.468284359739403,14.100269130055281
14.606776866012039,13.438840631496882,11.634323707063775,12.686916063925485,13.151827673643202
13.99987836651899,12.219887547505715,10.498605802098938,14.235876275524458,14.49183985235929
14.312047082281456,8.539480964224044,15.257212168547632,14.399443532001456,9.545996112730807
6.584370583646063,11.518049636566396,10.270728369830408,11.433868055427713,6.8446692928624975
6.2197407814887065,8.898957369132885,8.501805282937404,10.903533579561502,9.246573971454582
12.848042129266197,7.380447644265985,10.734340218901673,10.727079060252281,9.846467382525757
10.965676573249187,11.36038225891356,6.844630409518986,6.9025734806992585,8.82635058834226
5.731810603465168,9.702543206235404,9.776616249568727,8.635302455196026,12.174912609016063
3.279473203947459,5.33036720980685,9.20626539413985,6.29977647543419,12.275721156406105
6.069710887409222,6.760490306620208,8.395079285104666,7.3698873331797525,10.032237262657349
5.439500193717444,2.666742339681157,4.93650071112093,4.5114057496738535,6.6150777524861235
-2.488059573002755,3.6316122737249428,5.701967670151706,4.7902687421712,4.031673376100538
1.329821355383592,2.704771198511381,1.048006157981797,0.872218523280222,-0.031558532089595026
6.443465111253473,-1.2387591591174467,-1.1161761893340834,0.6078304039841969,-1.6289441701827916
-2.4338072906718926,1.681921793827372,1.0661914349592128,-1.1452026779897637,-1.5765277817042151
2.2715775744661264,3.278976016556939,3.17066332971065,3.1548986934772616,-5.441158563579624
0.295819084011614,1.5962912633530109,2.571991324595614,-2.222309267217357,1.5788831189891153